last_name,first_name,player_id,year,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,FIELD16
Baddoo, Akil,668731,2022,0.192,0.27,0.256,0.253,0.278,0.078,0.301,0.295,85,14.2,3.6,
Mitchell, Cal,668751,2022,0.238,0.358,0.281,0.292,0.297,0.121,0.326,0.341,89.9,7.5,4.9,
Knizner, Andrew,668800,2022,0.219,0.306,0.275,0.28,0.305,0.087,0.293,0.3,86,15.6,3.5,
Reynolds, Bryan,668804,2022,0.249,0.416,0.349,0.329,0.334,0.167,0.416,0.385,90.2,12,7.9,
Rutschman, Adley,668939,2022,0.248,0.411,0.354,0.342,0.358,0.163,0.377,0.359,87.9,15.6,7.9,
Rojas, Josh,668942,2022,0.242,0.365,0.326,0.308,0.327,0.123,0.36,0.334,88.8,11.9,4.5,
Melendez Jr., MJ,669004,2022,0.237,0.41,0.31,0.332,0.334,0.173,0.357,0.392,90.7,15.1,10.4,
Marsh, Brandon,669016,2022,0.226,0.372,0.296,0.287,0.279,0.146,0.426,0.41,89.2,10.9,7.4,
Murphy, Sean,669221,2022,0.255,0.439,0.331,0.344,0.34,0.184,0.371,0.39,88.7,11.5,10.5,
Senzel, Nick,669222,2022,0.249,0.355,0.272,0.299,0.313,0.106,0.291,0.329,87.2,11.7,3.3,
Edman, Tommy,669242,2022,0.258,0.38,0.318,0.308,0.318,0.122,0.354,0.341,88.6,8.7,6.2,
Smith, Will,669257,2022,0.257,0.473,0.349,0.352,0.341,0.216,0.378,0.382,89.9,18.4,10.3,
Suwinski, Jack,669261,2022,0.204,0.393,0.311,0.307,0.3,0.189,0.399,0.392,88.3,14.3,12.2,
Espinal, Santiago,669289,2022,0.263,0.348,0.305,0.298,0.319,0.085,0.322,0.313,86.1,14.1,3.4,
Miranda, Jose,669304,2022,0.253,0.41,0.329,0.317,0.312,0.157,0.374,0.358,89.3,13.8,6.2,
Gorman, Nolan,669357,2022,0.239,0.476,0.316,0.341,0.312,0.237,0.434,0.479,89.2,20,14.4,
Hiura, Keston,669374,2022,0.205,0.425,0.334,0.317,0.297,0.221,0.542,0.507,91.7,16.1,15.3,
Allen, Nick,669397,2022,0.21,0.266,0.245,0.238,0.259,0.056,0.273,0.264,83.9,7.6,1.2,
Hummel, Cooper,669450,2022,0.21,0.332,0.262,0.292,0.307,0.122,0.32,0.374,87.6,7.7,7.1,
Smith, Josh H.,669701,2022,0.224,0.313,0.262,0.296,0.33,0.09,0.249,0.301,87,19.2,2.4,
Hays, Austin,669720,2022,0.24,0.372,0.314,0.298,0.298,0.132,0.359,0.337,87.7,11.3,5.2,
Lopez, Nicky,670032,2022,0.243,0.312,0.251,0.273,0.296,0.069,0.254,0.282,84.9,4.9,1.6,
Alvarez, Yordan,670541,2022,0.329,0.672,0.427,0.462,0.43,0.343,0.495,0.548,95.2,12.3,21,
Paredes, Isaac,670623,2022,0.21,0.348,0.323,0.297,0.31,0.138,0.338,0.301,87.4,15.8,6.4,
Walls, Taylor,670764,2022,0.196,0.304,0.252,0.27,0.29,0.108,0.275,0.304,86.3,16.6,6.2,
Gonzalez, Luis,670768,2022,0.215,0.306,0.302,0.268,0.289,0.091,0.342,0.294,86.9,10.9,2.9,
Friedl Jr., TJ,670770,2022,0.215,0.335,0.323,0.283,0.295,0.119,0.338,0.284,87.2,19.8,4.7,
Garcia, Luis,671277,2022,0.26,0.409,0.303,0.305,0.285,0.149,0.378,0.381,87.3,5.5,7.5,
Harris II, Michael,671739,2022,0.268,0.46,0.368,0.335,0.312,0.192,0.468,0.422,89.5,4.5,10.1,
Kirk, Alejandro,672386,2022,0.278,0.431,0.347,0.351,0.367,0.153,0.342,0.347,90.5,8.1,6.7,
Perdomo, Geraldo,672695,2022,0.213,0.282,0.253,0.269,0.302,0.069,0.259,0.283,85,12.1,2,
Robert Jr., Luis,673357,2022,0.272,0.449,0.324,0.327,0.307,0.178,0.383,0.387,89.3,10,8.9,
Kim, Ha-Seong,673490,2022,0.25,0.368,0.313,0.309,0.324,0.119,0.335,0.33,86.7,16.1,4.2,
Suzuki, Seiya,673548,2022,0.247,0.419,0.334,0.327,0.325,0.172,0.408,0.397,89.6,11.2,11,
Velazquez, Nelson,676369,2022,0.209,0.399,0.291,0.305,0.291,0.19,0.379,0.405,89.2,12.3,13.3,
McCormick, Chas,676801,2022,0.232,0.414,0.326,0.325,0.321,0.183,0.395,0.393,88.1,12.8,10.2,
Franco, Wander,677551,2022,0.285,0.408,0.323,0.331,0.34,0.123,0.329,0.338,87.3,8.2,4.6,
Rodriguez, Julio,677594,2022,0.254,0.46,0.366,0.337,0.319,0.206,0.471,0.428,92,10.1,13.1,
Duran, Ezequiel,677649,2022,0.216,0.317,0.282,0.256,0.259,0.101,0.349,0.313,85.9,9.5,4.5,
Thomas, Alek,677950,2022,0.238,0.335,0.272,0.277,0.285,0.097,0.303,0.31,87.4,2.6,3.8,
Witt Jr., Bobby,677951,2022,0.252,0.427,0.311,0.313,0.294,0.174,0.374,0.377,89.7,16.8,8.7,
Torkelson, Spencer,679529,2022,0.226,0.378,0.272,0.305,0.307,0.151,0.307,0.358,90.5,15,8.4,
Kwan, Steven,680757,2022,0.268,0.341,0.341,0.312,0.348,0.073,0.335,0.298,85.1,11.8,1.4,
Duran, Jarren,680776,2022,0.219,0.353,0.284,0.282,0.281,0.134,0.358,0.355,89.3,7.6,7.7,
Jeffers, Ryan,680777,2022,0.218,0.424,0.287,0.315,0.295,0.206,0.345,0.388,88.2,18.2,13.2,
Miller, Owen,680911,2022,0.246,0.341,0.287,0.291,0.307,0.095,0.32,0.325,85.8,10.1,3.5,
Donovan, Brendan,680977,2022,0.266,0.365,0.349,0.339,0.381,0.099,0.346,0.332,87.7,6,3.4,
Stott, Bryson,681082,2022,0.237,0.34,0.289,0.284,0.297,0.103,0.321,0.315,88.1,13.1,4.4,
Abrams, CJ,682928,2022,0.241,0.316,0.267,0.266,0.277,0.075,0.298,0.297,86.5,6.8,2.1,
Greene, Riley,682985,2022,0.246,0.388,0.303,0.316,0.318,0.142,0.384,0.406,89.5,2.8,9.3,
Vaughn, Andrew,683734,2022,0.255,0.415,0.327,0.319,0.311,0.16,0.366,0.357,90.8,7.5,7.9,
Pasquantino, Vinnie,686469,2022,0.289,0.476,0.365,0.374,0.38,0.187,0.367,0.379,91.2,12.1,8.8,
Pujols, Albert,405395,2019,0.251,0.428,0.308,0.319,0.314,0.178,0.317,0.331,88.3,12.5,5.8,
Cabrera, Miguel,408234,2019,0.27,0.436,0.318,0.331,0.337,0.166,0.362,0.379,90.3,12.3,6.4,
Mathis, Jeff,425772,2019,0.16,0.218,0.19,0.192,0.211,0.058,0.258,0.261,86.1,16.9,1.4,
Choo, Shin-Soo,425783,2019,0.263,0.474,0.353,0.362,0.37,0.211,0.419,0.434,91.9,9.2,8.8,
Molina, Yadier,425877,2019,0.271,0.435,0.303,0.322,0.317,0.164,0.32,0.345,87.4,13.9,3.8,
Cano, Robinson,429664,2019,0.28,0.448,0.308,0.33,0.329,0.168,0.341,0.37,90.9,7.4,7.4,
Encarnacion, Edwin,429665,2019,0.246,0.523,0.362,0.367,0.349,0.277,0.413,0.421,90.2,22.5,12.9,
Jones, Adam,430945,2019,0.257,0.432,0.308,0.319,0.312,0.175,0.351,0.366,86.2,13.5,6.7,
Martin, Russell,431145,2019,0.217,0.345,0.295,0.304,0.338,0.128,0.319,0.334,88.2,11.2,5.3,
Granderson, Curtis,434158,2019,0.214,0.387,0.275,0.306,0.31,0.173,0.316,0.366,88.8,19.4,7.2,
Morales, Kendrys,434778,2019,0.274,0.444,0.264,0.365,0.385,0.17,0.222,0.363,91.3,9.5,6.9,
Kendrick III, Howie,435062,2019,0.332,0.614,0.4,0.418,0.388,0.282,0.437,0.461,91.7,10.8,11.4,
Kinsler, Ian,435079,2019,0.206,0.304,0.277,0.254,0.268,0.098,0.305,0.273,84.3,17.3,1.5,
McCann, Brian,435263,2019,0.237,0.4,0.311,0.313,0.318,0.162,0.33,0.333,88.8,11.4,5.7,
Walker, Neil,435522,2019,0.267,0.429,0.319,0.339,0.351,0.162,0.354,0.383,86.2,11.7,6.5,
Suzuki, Kurt,435559,2019,0.277,0.455,0.337,0.338,0.337,0.178,0.35,0.351,86,18.9,6.5,
Desmond, Ian,435622,2019,0.27,0.481,0.328,0.34,0.324,0.211,0.408,0.427,90.9,8.7,10.4,
Cruz Jr., Nelson,443558,2019,0.29,0.637,0.417,0.415,0.377,0.347,0.538,0.535,93.7,13.1,19.9,
Peralta, David,444482,2019,0.246,0.379,0.338,0.304,0.317,0.133,0.393,0.344,90.1,6.4,5.4,
Prado, Martin,445988,2019,0.253,0.338,0.243,0.273,0.287,0.085,0.265,0.303,87,8.3,0.5,
Longoria, Evan,446334,2019,0.269,0.491,0.322,0.351,0.34,0.222,0.374,0.416,89.7,14,7.5,
Davis, Chris,448801,2019,0.202,0.369,0.263,0.292,0.298,0.166,0.373,0.433,89.1,14.1,10.5,
Fowler, Dexter,451594,2019,0.25,0.421,0.326,0.34,0.357,0.172,0.373,0.397,85.5,12.9,7.4,
Flowers, Tyler,452095,2019,0.196,0.38,0.31,0.289,0.291,0.184,0.425,0.387,90.1,11.1,11.3,
Pence, Hunter,452254,2019,0.282,0.516,0.377,0.364,0.345,0.234,0.455,0.438,91.5,9.9,9.1,
Cabrera, Asdrubal,452678,2019,0.238,0.408,0.331,0.317,0.326,0.17,0.369,0.349,89.1,14.4,5.7,
Blackmon, Charlie,453568,2019,0.295,0.525,0.387,0.367,0.348,0.23,0.44,0.413,88.7,14.6,8.3,
Frazier, Todd,453943,2019,0.234,0.408,0.328,0.313,0.315,0.174,0.375,0.353,88.3,17.1,7.3,
Maldonado, Martin,455117,2019,0.212,0.384,0.288,0.295,0.295,0.172,0.327,0.338,88.1,12.7,7.6,
Chirinos, Robinson,455139,2019,0.214,0.391,0.336,0.316,0.33,0.177,0.415,0.38,87,16.9,7.7,
Markakis, Nick,455976,2019,0.298,0.43,0.332,0.35,0.372,0.131,0.339,0.361,91.2,7.3,3,
Castillo, Welington,456078,2019,0.218,0.426,0.287,0.3,0.278,0.208,0.372,0.393,89.5,13.2,11.4,
Cain, Lorenzo,456715,2019,0.287,0.414,0.302,0.335,0.352,0.127,0.324,0.37,89.5,6.9,4.1,
Solano, Donovan,456781,2019,0.315,0.45,0.346,0.343,0.347,0.136,0.424,0.421,87,14.5,4.2,
McCutchen, Andrew,457705,2019,0.254,0.443,0.358,0.357,0.377,0.189,0.392,0.39,90.6,12.7,7.3,
Upton, Justin,457708,2019,0.22,0.426,0.307,0.317,0.315,0.205,0.387,0.405,87.2,18.5,11.6,
Maybin, Cameron,457727,2019,0.253,0.453,0.362,0.339,0.336,0.2,0.46,0.422,89.4,11.8,10.2,
Turner, Justin,457759,2019,0.286,0.516,0.37,0.377,0.372,0.23,0.399,0.41,90.3,17.8,7.8,
Posey III, Buster,457763,2019,0.248,0.408,0.298,0.31,0.312,0.16,0.317,0.333,88.6,9.1,4.8,
Bruce, Jay,457803,2019,0.247,0.545,0.318,0.346,0.292,0.299,0.398,0.443,90.2,21.6,13.4,
Votto, Joey,458015,2019,0.259,0.446,0.332,0.347,0.359,0.186,0.363,0.387,88.9,15.2,6.9,
Gardner, Brett,458731,2019,0.233,0.367,0.344,0.298,0.312,0.134,0.39,0.325,87.7,13.9,3.9,
Joyce, Matt,459964,2019,0.27,0.438,0.372,0.36,0.387,0.168,0.402,0.384,87.7,16.8,6.5,
Braun, Ryan,460075,2019,0.266,0.47,0.354,0.339,0.328,0.204,0.419,0.399,91.5,7.3,9.5,
Gordon, Alex,460086,2019,0.255,0.422,0.319,0.33,0.338,0.167,0.333,0.348,88.7,9.3,5.4,
Andrus, Elvis,462101,2019,0.271,0.401,0.3,0.311,0.315,0.129,0.327,0.342,88.4,7.2,3.5,
Cabrera, Melky,466320,2019,0.278,0.379,0.301,0.298,0.311,0.101,0.32,0.317,88.2,8.9,2.1,
Sandoval, Pablo,467055,2019,0.271,0.474,0.336,0.335,0.319,0.203,0.416,0.415,89.8,10.9,11.4,
Ramos, Wilson,467092,2019,0.262,0.398,0.327,0.314,0.328,0.136,0.344,0.328,90,-0.1,4.7,
Santana, Carlos,467793,2019,0.266,0.48,0.38,0.367,0.384,0.214,0.401,0.383,91.8,11.7,9.6,
Parra, Gerardo,467827,2019,0.243,0.382,0.288,0.296,0.304,0.138,0.326,0.338,86.2,10.2,4.6,
Mercer, Jordy,474568,2019,0.261,0.445,0.314,0.315,0.302,0.183,0.378,0.379,86.9,13.2,6.5,
Belt, Brandon,474832,2019,0.242,0.457,0.319,0.346,0.349,0.214,0.343,0.385,87.3,22.4,8.7,
Alonso, Yonder,475174,2019,0.231,0.374,0.277,0.305,0.325,0.143,0.293,0.334,88.1,14.1,5.4,
Smoak, Justin,475253,2019,0.249,0.491,0.323,0.368,0.376,0.242,0.336,0.408,90.3,16.7,11,
Avila, Alex,488671,2019,0.23,0.499,0.323,0.36,0.372,0.269,0.437,0.511,91.4,9.4,18.8,
Brantley Jr., Michael,488726,2019,0.293,0.473,0.367,0.357,0.36,0.18,0.379,0.368,88.8,10.6,5.5,
Castro, Jason,488771,2019,0.246,0.517,0.328,0.363,0.346,0.271,0.432,0.496,91.8,14.4,17.2,
Gurriel, Yuli,493329,2019,0.28,0.415,0.364,0.321,0.329,0.135,0.385,0.333,89.3,14.3,3.6,
Beckham, Gordon,493596,2019,0.216,0.376,0.274,0.278,0.272,0.16,0.348,0.355,86.2,14.1,9,
Rodriguez, Ronny,500135,2019,0.22,0.429,0.283,0.287,0.256,0.209,0.373,0.382,88.9,16.2,7.5,
Rojas, Miguel,500743,2019,0.271,0.37,0.305,0.303,0.322,0.099,0.317,0.315,87.4,9.1,2.6,
Escobar, Eduardo,500871,2019,0.254,0.464,0.341,0.326,0.31,0.209,0.393,0.372,87.8,18.4,7,
Martinez, Jose,500874,2019,0.273,0.469,0.323,0.348,0.344,0.196,0.373,0.411,88.9,6.9,7.1,
Adrianza, Ehire,501303,2019,0.265,0.392,0.326,0.325,0.347,0.127,0.349,0.348,86.6,14.9,3.6,
Lagares, Juan,501571,2019,0.211,0.297,0.258,0.254,0.28,0.087,0.315,0.311,88.3,11.2,3.2,
Davis, Khris,501981,2019,0.232,0.437,0.289,0.318,0.307,0.205,0.358,0.405,90.2,13.1,9.8,
Pham, Tommy,502054,2019,0.27,0.455,0.349,0.354,0.366,0.185,0.382,0.39,90.9,5.2,7.9,
Martinez, J.D.,502110,2019,0.301,0.567,0.386,0.396,0.384,0.266,0.46,0.476,91.3,12.5,11.8,
Reddick, Josh,502210,2019,0.275,0.398,0.308,0.316,0.324,0.123,0.323,0.334,86.1,15.8,3.4,
Freeman, Mike,502273,2019,0.214,0.296,0.327,0.277,0.31,0.082,0.414,0.328,85.6,8.9,2.4,
Dyson, Jarrod,502481,2019,0.22,0.294,0.281,0.273,0.305,0.074,0.293,0.283,83.9,9.6,1.6,
Murphy, Daniel,502517,2019,0.249,0.369,0.328,0.29,0.301,0.12,0.361,0.313,86.3,14.8,2.4,
Goldschmidt, Paul,502671,2019,0.257,0.509,0.346,0.359,0.345,0.252,0.416,0.438,90.1,15.4,11.3,
Gonzalez, Marwin,503556,2019,0.262,0.436,0.313,0.323,0.321,0.174,0.366,0.38,90.7,11,6.4,
Altuve, Jose,514888,2019,0.268,0.484,0.374,0.344,0.328,0.216,0.414,0.376,87.4,9.7,8.1,
Hernandez, Cesar,514917,2019,0.264,0.375,0.315,0.302,0.32,0.111,0.342,0.325,86,9.5,2.7,
Segura, Jean,516416,2019,0.27,0.401,0.315,0.31,0.314,0.131,0.333,0.327,88.2,7.2,3.2,
Castro, Starlin,516770,2019,0.268,0.435,0.307,0.314,0.301,0.167,0.349,0.359,88.5,11,6.2,
Marte, Starling,516782,2019,0.297,0.507,0.353,0.362,0.346,0.21,0.396,0.409,88.6,8.2,8,
d'Arnaud, Travis,518595,2019,0.261,0.454,0.314,0.335,0.326,0.193,0.365,0.395,90,14.6,7.7,
Dietrich, Derek,518618,2019,0.218,0.419,0.334,0.342,0.358,0.2,0.367,0.381,87.2,20.7,10.1,
Donaldson, Josh,518626,2019,0.262,0.53,0.377,0.385,0.383,0.268,0.441,0.453,92.9,13.3,15.7,
Freeman, Freddie,518692,2019,0.294,0.569,0.387,0.397,0.389,0.275,0.438,0.452,89.7,14.4,12.3,
Grandal, Yasmani,518735,2019,0.241,0.475,0.361,0.366,0.379,0.234,0.395,0.405,90.7,14.2,11.3,
Heyward, Jason,518792,2019,0.255,0.396,0.328,0.323,0.347,0.141,0.355,0.349,88.8,11.3,5.7,
LeMahieu, DJ,518934,2019,0.314,0.522,0.375,0.376,0.364,0.208,0.411,0.412,91.9,6.5,7.5,
Lucroy, Jonathan,518960,2019,0.238,0.367,0.286,0.299,0.314,0.129,0.293,0.312,86.9,12.5,2.9,
Moreland, Mitch,519048,2019,0.256,0.494,0.347,0.352,0.334,0.238,0.408,0.415,90.8,10.1,11.5,
Moustakas, Mike,519058,2019,0.26,0.503,0.348,0.35,0.334,0.243,0.384,0.388,89.5,17.4,10.3,
Rizzo, Anthony,519203,2019,0.297,0.487,0.39,0.388,0.411,0.19,0.399,0.397,89,12.6,6.8,
Romine, Austin,519222,2019,0.259,0.429,0.315,0.306,0.29,0.17,0.382,0.37,88.5,10.9,6.7,
Sogard, Eric,519299,2019,0.267,0.376,0.342,0.31,0.334,0.108,0.367,0.325,85.7,19.3,2.1,
Thames, Eric,519346,2019,0.222,0.429,0.354,0.324,0.327,0.206,0.47,0.42,90.9,19,8.9,
Vogt, Stephen,519390,2019,0.251,0.485,0.331,0.33,0.305,0.234,0.407,0.406,89.8,22.4,10.4,
Galvis, Freddy,520471,2019,0.235,0.384,0.307,0.28,0.273,0.149,0.389,0.351,88.8,14.7,5.5,
Forsythe, Logan,523253,2019,0.234,0.401,0.298,0.32,0.332,0.167,0.35,0.386,89.2,12.3,5.5,
Flores, Wilmer,527038,2019,0.285,0.436,0.358,0.331,0.332,0.151,0.378,0.345,87.4,16.4,5.1,
Garcia, Avisail,541645,2019,0.271,0.492,0.334,0.343,0.323,0.221,0.413,0.426,89.5,9.8,11.7,
Perez, Hernan,541650,2019,0.216,0.334,0.271,0.256,0.253,0.117,0.35,0.329,88.5,9.3,4.1,
Inciarte, Ender,542255,2019,0.232,0.317,0.318,0.291,0.332,0.085,0.334,0.295,83,9.7,1.9,
Ozuna, Marcell,542303,2019,0.284,0.532,0.336,0.378,0.367,0.248,0.38,0.444,91.8,13.5,12.1,
Villar, Jonathan,542340,2019,0.246,0.412,0.335,0.315,0.315,0.165,0.412,0.381,88.9,8.2,6.8,
Santana, Danny,542454,2019,0.277,0.504,0.352,0.345,0.32,0.226,0.483,0.473,91.4,13.5,9.5,
Aguilar, Jesus,542583,2019,0.245,0.44,0.307,0.333,0.335,0.195,0.339,0.378,89.4,13.8,7.5,
Beckham, Tim,542921,2019,0.219,0.42,0.315,0.297,0.277,0.201,0.429,0.404,87.2,10.8,8.4,
Berti, Jon,542932,2019,0.258,0.379,0.326,0.317,0.337,0.121,0.396,0.38,86.9,5.2,3.8,
Broxton, Keon,542979,2019,0.162,0.284,0.229,0.233,0.239,0.122,0.366,0.377,88.1,10.3,5.8,
Crawford, Brandon,543063,2019,0.238,0.395,0.281,0.306,0.314,0.157,0.312,0.347,87.8,8.3,5.4,
Cron, C.J.,543068,2019,0.274,0.548,0.325,0.366,0.331,0.274,0.385,0.443,91.1,12.8,15,
Gomes, Yan,543228,2019,0.217,0.391,0.298,0.302,0.313,0.174,0.343,0.35,87.6,18.1,6.9,
Grossman, Robbie,543257,2019,0.263,0.382,0.299,0.326,0.356,0.119,0.308,0.346,87.7,12.1,2.4,
Hicks, Aaron,543305,2019,0.203,0.374,0.325,0.295,0.302,0.171,0.405,0.358,89.7,13.6,9.2,
Hicks, John,543308,2019,0.201,0.35,0.259,0.248,0.232,0.148,0.367,0.349,87.9,16.2,6.6,
Hosmer, Eric,543333,2019,0.249,0.411,0.309,0.304,0.297,0.162,0.385,0.377,90.8,2.1,7.2,
Kipnis, Jason,543401,2019,0.256,0.419,0.301,0.316,0.318,0.163,0.33,0.351,88.1,14.1,5.5,
McCann, James,543510,2019,0.26,0.45,0.333,0.326,0.316,0.19,0.441,0.431,90.2,10.8,9.2,
Nola, Austin,543592,2019,0.233,0.364,0.337,0.296,0.311,0.131,0.404,0.343,87.4,16.3,3.4,
Rendon, Anthony,543685,2019,0.31,0.59,0.413,0.414,0.407,0.28,0.438,0.44,90.4,19.5,12,
Semien, Marcus,543760,2019,0.272,0.495,0.373,0.363,0.359,0.224,0.391,0.378,88.9,14.9,8.5,
Shaw, Travis,543768,2019,0.186,0.34,0.248,0.285,0.307,0.154,0.287,0.358,89.1,24.5,7.1,
Springer III, George,543807,2019,0.283,0.578,0.4,0.4,0.379,0.295,0.466,0.468,89.8,10.5,14.1,
Strange-Gordon, Dee,543829,2019,0.25,0.31,0.282,0.263,0.285,0.06,0.311,0.288,84.2,5.8,0,
Vazquez, Christian,543877,2019,0.25,0.441,0.331,0.313,0.3,0.191,0.39,0.367,89.4,13.3,5.9,
Wong, Kolten,543939,2019,0.242,0.349,0.334,0.297,0.326,0.108,0.353,0.304,86.1,12.6,2.2,
Gregorius, Didi,544369,2019,0.238,0.392,0.297,0.287,0.279,0.154,0.331,0.319,88.2,17.9,5.5,
Garcia, Leury,544725,2019,0.242,0.351,0.294,0.272,0.275,0.109,0.363,0.332,88.2,6.2,3.8,
Vargas, Ildemaro,545121,2019,0.261,0.371,0.3,0.289,0.293,0.11,0.321,0.308,87.3,3.5,3.4,
Grichuk, Randal,545341,2019,0.236,0.428,0.307,0.304,0.285,0.192,0.388,0.384,89.3,16,8.5,
Marisnick, Jake,545350,2019,0.201,0.332,0.297,0.259,0.26,0.131,0.393,0.335,86.7,11.5,4,
Trout, Mike,545361,2019,0.31,0.678,0.436,0.46,0.456,0.368,0.503,0.543,90.9,22.2,18.9,
Almora Jr., Albert,546991,2019,0.254,0.385,0.271,0.285,0.288,0.131,0.311,0.329,86.3,8.5,4.6,
Ruiz, Rio,547004,2019,0.23,0.355,0.294,0.292,0.305,0.125,0.329,0.326,88.4,11.3,2.8,
Wolters, Tony,547172,2019,0.248,0.32,0.29,0.286,0.327,0.072,0.303,0.298,85.3,10.1,0,
Harper, Bryce,547180,2019,0.273,0.547,0.365,0.387,0.384,0.274,0.452,0.488,91.9,13.7,14.8,
Perez, Roberto,547379,2019,0.222,0.444,0.326,0.321,0.308,0.222,0.415,0.408,90.2,5.7,11,
Martin, Leonys,547982,2019,0.182,0.334,0.269,0.262,0.262,0.152,0.335,0.325,87.3,16.9,6.2,
Abreu, Jose,547989,2019,0.279,0.517,0.344,0.358,0.332,0.238,0.418,0.438,92.1,10.9,12.8,
Diaz, Elias,553869,2019,0.238,0.325,0.265,0.277,0.297,0.086,0.282,0.297,88.1,9.2,2.4,
Narvaez, Omar,553882,2019,0.259,0.429,0.345,0.33,0.338,0.169,0.387,0.367,85.5,17.9,5.3,
Astudillo, Willians,553902,2019,0.285,0.417,0.288,0.319,0.322,0.133,0.278,0.312,85.8,15.3,2.7,
Suarez, Eugenio,553993,2019,0.247,0.5,0.381,0.355,0.341,0.254,0.503,0.462,89.3,17.7,13.8,
Santana, Domingo,570267,2019,0.25,0.478,0.326,0.342,0.329,0.228,0.447,0.478,89,11.3,12.1,
